profile_id,user_id,username,avatar_url,genre1,genre2,genre3,goals,experience,url1,url2,url3,production,vocals,liveinstrumentation,mixingandmastering,similar
12,1128,test11@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,hiphop,indie,rb,2,12,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,1,0,Chance the Rapper
13,1129,test12@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,rock,hiphop,pop,2,11,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,0,1,1,0,Chance the Rapper
14,1130,test13@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,all,rb,indie,1,8,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,1,0,Chance the Rapper
15,1131,test14@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,hiphop,electronic,pop,3,6,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,0,1,0,1,Chance the Rapper
16,1132,test15@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,all,rock,acoustic,2,4,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,0,1,1,0,Chance the Rapper
17,1133,test16@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,all,pop,hiphop,2,4,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,0,0,Chance the Rapper
18,1134,test17@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,all,rock,electronic,1,7,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,0,1,1,0,Chance the Rapper
19,1135,test18@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,all,electronic,indie,2,12,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,0,1,Chance the Rapper
20,1136,test19@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,pop,hiphop,acoustic,2,12,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,0,0,Chance the Rapper
21,1137,test20@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,acoustic,hiphop,acoustic,3,7,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,1,1,Chance the Rapper
22,1138,test21@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,hiphop,electronic,rb,2,14,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,0,1,1,1,Chance the Rapper
23,1139,test22@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,pop,rock,hiphop,2,11,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,0,1,Chance the Rapper
24,1140,test23@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,all,rb,pop,2,13,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,1,0,Chance the Rapper
25,1141,test24@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,all,hiphop,pop,1,6,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,0,1,1,1,Chance the Rapper
26,1142,test25@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,hiphop,rock,indie,2,1,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,0,0,Chance the Rapper
27,1143,test26@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,hiphop,electronic,pop,3,4,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,0,1,0,0,Chance the Rapper
28,1144,test27@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,rb,acoustic,hiphop,2,11,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,0,0,Chance the Rapper
29,1145,test28@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,rb,rock,hiphop,2,4,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,1,0,Chance the Rapper
30,1146,test29@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,all,rock,hiphop,4,8,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,0,1,0,0,Chance the Rapper
31,1147,test30@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,pop,hiphop,rock,1,5,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,0,1,Chance the Rapper
32,1148,test31@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,pop,acoustic,hiphop,1,9,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,0,1,0,0,Chance the Rapper
33,1149,test32@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,rb,pop,hiphop,2,4,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,0,1,0,1,Chance the Rapper
34,1150,test33@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,indie,pop,hiphop,1,7,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,1,0,Chance the Rapper
35,1151,test34@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,rb,hiphop,pop,1,11,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,0,0,Chance the Rapper
36,1152,test35@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,hiphop,pop,rb,4,6,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,1,0,Chance the Rapper
37,1153,test36@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,hiphop,pop,acoustic,1,3,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,0,1,Chance the Rapper
38,1154,test37@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,acoustic,acoustic,hiphop,3,7,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,0,1,Chance the Rapper
39,1155,test38@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,indie,hiphop,acoustic,2,14,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,0,0,Chance the Rapper
40,1156,test39@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,electronic,rock,hiphop,3,6,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,1,0,Chance the Rapper
41,1157,test40@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,all,pop,electronic,1,4,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,1,1,Chance the Rapper
42,1158,test41@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,all,hiphop,pop,1,12,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,0,1,0,1,Chance the Rapper
43,1159,test42@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,all,rb,hiphop,4,9,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,0,0,Chance the Rapper
44,1160,test43@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,all,electronic,acoustic,2,1,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,0,0,Chance the Rapper
45,1161,test44@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,all,indie,pop,2,15,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,0,1,0,1,Chance the Rapper
46,1162,test45@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,indie,acoustic,hiphop,2,3,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,0,1,1,0,Chance the Rapper
47,1163,test46@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,rb,hiphop,indie,4,9,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,0,1,Chance the Rapper
48,1164,test47@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,rb,hiphop,indie,1,12,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,0,1,0,0,Chance the Rapper
49,1165,test48@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,indie,hiphop,rb,2,1,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,0,1,0,0,Chance the Rapper
50,1166,test49@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,hiphop,indie,electronic,1,14,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,0,0,Chance the Rapper
51,1167,test50@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,all,acoustic,pop,2,16,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,0,1,1,0,Chance the Rapper
52,1168,test51@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,all,pop,rb,4,10,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,0,1,0,1,Chance the Rapper
53,1169,test52@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,all,hiphop,acoustic,4,6,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,0,1,0,1,Chance the Rapper
54,1170,test53@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,all,pop,rock,4,10,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,0,1,1,0,Chance the Rapper
55,1171,test54@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,all,hiphop,acoustic,2,16,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,1,1,Chance the Rapper
56,1172,test55@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,hiphop,rock,rb,2,48,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,1,0,Chance the Rapper
57,1173,test56@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,hiphop,rock,pop,2,40,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,0,1,0,1,Chance the Rapper
58,1174,test57@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,hiphop,rock,indie,2,29,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,0,1,1,1,Chance the Rapper
59,1175,test58@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,hiphop,rock,acoustic,2,36,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,0,1,1,0,Chance the Rapper
60,1176,test59@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,hiphop,rock,acoustic,2,18,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,0,1,1,1,Chance the Rapper
61,1177,test60@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,hiphop,pop,indie,4,4,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,0,0,Chance the Rapper
62,1178,test61@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,hiphop,acoustic,pop,4,4,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,0,1,0,1,Chance the Rapper
63,1179,test62@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,electronic,acoustic,hiphop,3,11,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,1,1,Chance the Rapper
64,1180,test63@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,electronic,hiphop,indie,3,3,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,0,1,Chance the Rapper
65,1181,test64@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,hiphop,acoustic,indie,2,29,https://soundcloud.com/chancetherapper/good-ass-intro-ft-bj-the?in=chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,https://soundcloud.com/chancetherapper/sets/chance-the-rapper-acid-rap,1,1,0,0,Chance the Rapper
