email,username,avatar_url,genre1,genre2,genre3,goals,experience,soundcloudurl,youtubeurl,bandcampurl,googledriveurl,otherurl,production,vocals,liveinstrumentation,mixingandmastering,similar,password,password_confirmation
test19@gmail.com,test19@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Pop,Hip Hop,Acoustic,2,12,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test20@gmail.com,test20@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Acousic,Hip Hop,Acoustic,3,7,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test21@gmail.com,test21@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Electronic,R&B,2,14,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test22@gmail.com,test22@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Pop,Rock,Hip Hop,2,11,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,TRUE,Chance the Rapper,password,password
test23@gmail.com,test23@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,R&B,Pop,2,13,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test24@gmail.com,test24@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Hip Hop,Pop,1,6,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test25@gmail.com,test25@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Rock,Indie,2,1,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test26@gmail.com,test26@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Electronic,Pop,3,4,google.com,google.com,google.com,google.com,google.com,,TRUE,,,Chance the Rapper,password,password
test27@gmail.com,test27@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,R&B,Acoustic,Hip Hop,2,11,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test28@gmail.com,test28@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,R&B,Rock,Hip Hop,2,4,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test29@gmail.com,test29@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Rock,Hip Hop,4,8,google.com,google.com,google.com,google.com,google.com,,TRUE,,,Chance the Rapper,password,password
test30@gmail.com,test30@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Pop,Hip Hop,Rock,1,5,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,TRUE,Chance the Rapper,password,password
test31@gmail.com,test31@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Pop,Acoustic,Hip Hop,1,9,google.com,google.com,google.com,google.com,google.com,,TRUE,,,Chance the Rapper,password,password
test32@gmail.com,test32@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,R&B,Pop,Hip Hop,2,4,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test33@gmail.com,test33@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Indie,Pop,Hip Hop,1,7,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test34@gmail.com,test34@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,R&B,Hip Hop,Pop,1,11,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test35@gmail.com,test35@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Pop,R&B,4,6,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test36@gmail.com,test36@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Pop,Acoustic,1,3,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,TRUE,Chance the Rapper,password,password
test37@gmail.com,test37@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Acousic,Acoustic,Hip Hop,3,7,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,TRUE,Chance the Rapper,password,password
test38@gmail.com,test38@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Indie,Hip Hop,Acoustic,2,14,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test39@gmail.com,test39@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Electronic,Rock,Hip Hop,3,6,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test40@gmail.com,test40@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Pop,Electronic,1,4,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test41@gmail.com,test41@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Hip Hop,Pop,1,12,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test42@gmail.com,test42@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,R&B,Hip Hop,4,9,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test43@gmail.com,test43@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Electronic,Acoustic,2,1,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test44@gmail.com,test44@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Indie,Pop,2,15,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test45@gmail.com,test45@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Indie,Acoustic,Hip Hop,2,3,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test46@gmail.com,test46@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,R&B,Hip Hop,Indie,4,9,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,TRUE,Chance the Rapper,password,password
test47@gmail.com,test47@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,R&B,Hip Hop,Indie,1,12,google.com,google.com,google.com,google.com,google.com,,TRUE,,,Chance the Rapper,password,password
test48@gmail.com,test48@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Indie,Hip Hop,R&B,2,1,google.com,google.com,google.com,google.com,google.com,,TRUE,,,Chance the Rapper,password,password
test49@gmail.com,test49@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Indie,Electronic,1,14,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test50@gmail.com,test50@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Acoustic,Pop,2,16,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test51@gmail.com,test51@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Pop,R&B,4,10,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test52@gmail.com,test52@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Hip Hop,Acoustic,4,6,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test53@gmail.com,test53@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Pop,Rock,4,10,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test54@gmail.com,test54@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Hip Hop,Acoustic,2,16,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test55@gmail.com,test55@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Rock,R&B,2,48,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test56@gmail.com,test56@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Rock,Pop,2,40,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test57@gmail.com,test57@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Rock,Indie,2,29,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test58@gmail.com,test58@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Rock,Acoustic,2,36,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test59@gmail.com,test59@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Rock,Acoustic,2,18,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test60@gmail.com,test60@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Pop,Indie,4,4,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test61@gmail.com,test61@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Acoustic,Pop,4,4,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test62@gmail.com,test62@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Electronic,Acoustic,Hip Hop,3,11,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test63@gmail.com,test63@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Electronic,Hip Hop,Indie,3,3,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,TRUE,Chance the Rapper,password,password
test64@gmail.com,test64@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Acoustic,Indie,2,29,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test65@gmail.com,test65@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Acoustic,Electronic,2,43,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test66@gmail.com,test66@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Rock,Pop,Hip Hop,4,7,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test67@gmail.com,test67@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Acousic,Rock,Hip Hop,1,4,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test68@gmail.com,test68@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Acousic,Rock,Hip Hop,4,7,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test69@gmail.com,test69@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Hip Hop,Pop,2,17,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test70@gmail.com,test70@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Electronic,Rock,1,2,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test71@gmail.com,test71@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Indie,Rock,1,14,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test72@gmail.com,test72@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Indie,Acoustic,5,8,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test73@gmail.com,test73@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Indie,Pop,5,8,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test74@gmail.com,test74@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Acoustic,Indie,3,14,google.com,google.com,google.com,google.com,google.com,,TRUE,,,Chance the Rapper,password,password
test75@gmail.com,test75@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Rock,Acoustic,5,10,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test76@gmail.com,test76@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Rock,Acoustic,5,10,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test77@gmail.com,test77@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Pop,Electronic,Hip Hop,1,4,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test78@gmail.com,test78@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Acousic,Hip Hop,Acoustic,3,14,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test79@gmail.com,test79@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Rock,Hip Hop,R&B,3,15,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test80@gmail.com,test80@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Acoustic,Electronic,2,46,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test81@gmail.com,test81@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Hip Hop,Electronic,2,32,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test82@gmail.com,test82@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Electronic,Pop,2,47,google.com,google.com,google.com,google.com,google.com,,TRUE,,,Chance the Rapper,password,password
test83@gmail.com,test83@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Hip Hop,Rock,3,15,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test84@gmail.com,test84@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,R&B,Rock,5,7,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test85@gmail.com,test85@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Rock,Hip Hop,2,18,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test86@gmail.com,test86@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Acoustic,Electronic,2,29,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test87@gmail.com,test87@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Indie,Rock,2,41,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test88@gmail.com,test88@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Pop,Electronic,2,49,google.com,google.com,google.com,google.com,google.com,,TRUE,,,Chance the Rapper,password,password
test89@gmail.com,test89@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Rock,R&B,2,38,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test90@gmail.com,test90@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,R&B,Hip Hop,2,34,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test91@gmail.com,test91@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,R&B,Pop,2,43,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test92@gmail.com,test92@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Pop,Indie,Electronic,2,6,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test93@gmail.com,test93@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Rock,R&B,5,11,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,TRUE,Chance the Rapper,password,password
test94@gmail.com,test94@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Acousic,Hip Hop,Rock,2,25,google.com,google.com,google.com,google.com,google.com,,TRUE,,,Chance the Rapper,password,password
test95@gmail.com,test95@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,R&B,Indie,Pop,2,10,google.com,google.com,google.com,google.com,google.com,,TRUE,,,Chance the Rapper,password,password
test96@gmail.com,test96@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Pop,Rock,1,17,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test97@gmail.com,test97@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Pop,Hip Hop,R&B,2,33,google.com,google.com,google.com,google.com,google.com,,TRUE,,,Chance the Rapper,password,password
test98@gmail.com,test98@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Pop,Hip Hop,R&B,2,22,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test99@gmail.com,test99@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Pop,Hip Hop,R&B,2,32,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,TRUE,Chance the Rapper,password,password
test100@gmail.com,test100@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Electronic,Indie,Acoustic,2,6,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test101@gmail.com,test101@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Indie,Hip Hop,Pop,5,9,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,TRUE,Chance the Rapper,password,password
test102@gmail.com,test102@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Indie,Electronic,Hip Hop,1,13,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test103@gmail.com,test103@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,R&B,Hip Hop,Electronic,2,44,google.com,google.com,google.com,google.com,google.com,,TRUE,,,Chance the Rapper,password,password
test104@gmail.com,test104@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,R&B,Hip Hop,Indie,2,28,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test105@gmail.com,test105@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,R&B,Hip Hop,Acoustic,2,35,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,TRUE,Chance the Rapper,password,password
test106@gmail.com,test106@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Indie,Hip Hop,Acoustic,5,9,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test107@gmail.com,test107@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Electronic,Rock,R&B,2,5,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test108@gmail.com,test108@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Pop,Rock,Indie,2,11,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test109@gmail.com,test109@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Indie,Rock,Hip Hop,3,14,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test110@gmail.com,test110@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,R&B,Electronic,3,16,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,TRUE,Chance the Rapper,password,password
test111@gmail.com,test111@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Indie,Acoustic,4,3,google.com,google.com,google.com,google.com,google.com,,TRUE,,,Chance the Rapper,password,password
test112@gmail.com,test112@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Rock,Acoustic,4,13,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test113@gmail.com,test113@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Rock,Pop,3,40,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test114@gmail.com,test114@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Rock,Acoustic,1,31,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
